community_fips_code,name,estimated_per_capita_income,margin_error_per_capita_income,estimated_population_below_poverty,margin_error_population_below_poverty,estimated_population_poverty_determined,margin_error_popuation_poverty_determined,start_year,end_year
0274830,Talkeetna,29226,4547,52,28,965,270,2014,2018
0274830,Talkeetna,26961,3140,38,25,1237,232,2015,2019
0274830,Talkeetna,25568,2793,91,68,1199,298,2016,2020
0274830,Talkeetna,29697,5098,102,85,947,293,2017,2021
0274830,Talkeetna,32274,5258,105,85,1044,333,2018,2022
0274830,Talkeetna,31214,5580,114,91,997,306,2019,2023
0275050,Tanacross,14801,4897,,,,,2007,2011
0275050,Tanacross,13039,3615,14,10,151,57,2008,2012
0275050,Tanacross,12666,3391,8,7,141,52,2009,2013
0275050,Tanacross,11913,2485,16,9,176,61,2010,2014
0275050,Tanacross,11162,2273,39,21,127,35,2011,2015
0275050,Tanacross,13901,3096,39,23,164,48,2012,2016
0275050,Tanacross,14349,3831,34,21,133,42,2013,2017
0275050,Tanacross,15331,3286,32,21,141,50,2014,2018
0275050,Tanacross,15663,3331,24,20,153,53,2015,2019
0275050,Tanacross,17138,4646,7,8,145,59,2016,2020
0275050,Tanacross,15936,6569,5,7,107,46,2017,2021
0275050,Tanacross,14525,5718,17,20,136,64,2018,2022
0275050,Tanacross,13481,6306,52,42,173,63,2019,2023
0275077,Tanaina,25971,2801,,,,,2007,2011
0275077,Tanaina,25853,2457,1254,550,9243,778,2008,2012
0275077,Tanaina,26366,2638,1368,752,9298,660,2009,2013
0275077,Tanaina,26830,2543,1170,667,9377,512,2010,2014
0275077,Tanaina,26799,2157,1168,530,9602,583,2011,2015
0275077,Tanaina,29074,2079,728,244,9699,449,2012,2016
0275077,Tanaina,28718,1867,789,290,10439,564,2013,2017
0275077,Tanaina,28996,2087,821,294,10430,526,2014,2018
0275077,Tanaina,29044,2009,929,291,10370,540,2015,2019
0275077,Tanaina,30798,3302,824,269,10360,746,2016,2020
0275077,Tanaina,35473,3542,1112,334,10231,616,2017,2021
0275077,Tanaina,38705,3311,1031,298,9613,666,2018,2022
0275077,Tanaina,41981,4209,1025,299,9690,709,2019,2023
0275160,Tanana,19307,3990,,,,,2007,2011
0275160,Tanana,21133,5209,31,21,244,61,2008,2012
0275160,Tanana,20250,4304,30,20,251,57,2009,2013
0275160,Tanana,20535,3973,29,21,227,47,2010,2014
0275160,Tanana,20739,3239,11,7,259,50,2011,2015
0275160,Tanana,22027,3809,14,8,259,46,2012,2016
0275160,Tanana,22598,4119,19,7,226,41,2013,2017
0275160,Tanana,23003,3646,32,13,223,36,2014,2018
0275160,Tanana,27164,6156,27,12,204,49,2015,2019
0275160,Tanana,28769,6635,24,11,163,44,2016,2020
0275160,Tanana,29599,7307,36,19,180,47,2017,2021
0275160,Tanana,32458,7658,35,22,205,61,2018,2022
0275160,Tanana,32997,7468,43,30,301,81,2019,2023
0275380,Tatitlek,13966,6564,,,,,2007,2011
0275380,Tatitlek,17381,5988,8,9,47,32,2008,2012
0275380,Tatitlek,18053,6862,10,11,62,30,2009,2013
0275380,Tatitlek,25738,12161,10,12,69,34,2010,2014
0275380,Tatitlek,26508,10461,11,12,86,36,2011,2015
0275380,Tatitlek,22842,9277,0,9,132,70,2012,2016
0275380,Tatitlek,25231,10539,0,9,121,84,2013,2017
0275380,Tatitlek,28229,10631,0,9,78,46,2014,2018
0275380,Tatitlek,23082,9923,0,9,73,57,2015,2019
0275380,Tatitlek,25541,10539,0,10,41,33,2016,2020
0275380,Tatitlek,32212,13231,0,10,34,27,2017,2021
0275380,Tatitlek,30215,12489,7,15,40,30,2018,2022
0275380,Tatitlek,22835,11512,8,14,23,23,2019,2023
0275480,Tazlina,29960,6302,,,,,2007,2011
0275480,Tazlina,33618,4367,35,24,299,70,2008,2012
0275480,Tazlina,33195,4420,21,20,301,75,2009,2013
0275480,Tazlina,32119,6314,44,27,323,99,2010,2014
0275480,Tazlina,27398,4759,52,28,358,104,2011,2015
0275480,Tazlina,26282,5169,60,43,322,130,2012,2016
0275480,Tazlina,23767,6311,41,42,300,93,2013,2017
0275480,Tazlina,30106,7574,44,45,354,139,2014,2018
0275480,Tazlina,30330,8277,49,52,376,132,2015,2019
0275480,Tazlina,43501,7386,52,43,608,163,2016,2020
0275480,Tazlina,42278,8271,38,34,445,107,2017,2021
0275480,Tazlina,43816,9187,55,38,439,119,2018,2022
0275480,Tazlina,44419,6884,47,36,377,111,2019,2023
0275930,Teller,11256,2631,,,,,2007,2011
0275930,Teller,11058,2335,102,49,231,63,2008,2012
0275930,Teller,10498,2149,105,46,225,57,2009,2013
0275930,Teller,10752,2942,87,29,184,35,2010,2014
0275930,Teller,11602,2325,65,20,165,37,2011,2015
0275930,Teller,12732,2541,60,19,163,40,2012,2016
0275930,Teller,12790,1914,69,22,184,28,2013,2017
0275930,Teller,12205,1985,71,23,182,30,2014,2018
0275930,Teller,10751,2221,70,20,193,40,2015,2019
0275930,Teller,11465,1679,101,37,237,46,2016,2020
0275930,Teller,17602,8504,105,39,250,52,2017,2021
0275930,Teller,21124,8238,96,42,279,64,2018,2022
0275930,Teller,22385,8276,100,40,309,64,2019,2023
0276260,Tenakee Springs,33378,13551,,,,,2007,2011
0276260,Tenakee Springs,34070,10232,21,23,138,49,2008,2012
0276260,Tenakee Springs,33020,8600,15,18,106,45,2009,2013
0276260,Tenakee Springs,40333,9655,2,4,117,48,2010,2014
0276260,Tenakee Springs,35607,5593,3,4,150,52,2011,2015
0276260,Tenakee Springs,33518,4585,2,4,172,56,2012,2016
0276260,Tenakee Springs,34670,6735,3,3,147,60,2013,2017
0276260,Tenakee Springs,31441,6928,6,7,155,55,2014,2018
0276260,Tenakee Springs,38420,10136,7,8,137,53,2015,2019
0276260,Tenakee Springs,42384,13972,7,7,121,40,2016,2020
0276260,Tenakee Springs,39858,14013,9,10,156,65,2017,2021
0276260,Tenakee Springs,44023,15255,20,17,136,53,2018,2022
0276260,Tenakee Springs,49509,13283,9,8,172,66,2019,2023
0276590,Tetlin,15383,7439,,,,,2007,2011
0276590,Tetlin,11789,4109,18,11,108,51,2008,2012
0276590,Tetlin,10088,3973,30,22,128,58,2009,2013
0276590,Tetlin,11058,3217,39,26,123,50,2010,2014
0276590,Tetlin,10149,3497,45,27,118,54,2011,2015
0276590,Tetlin,10772,4034,57,27,113,59,2012,2016
0276590,Tetlin,13080,3664,65,26,171,62,2013,2017
0276590,Tetlin,10542,5056,73,34,142,54,2014,2018
0276590,Tetlin,9332,2897,92,43,220,82,2015,2019
0276590,Tetlin,11052,3653,87,41,232,85,2016,2020
0276590,Tetlin,12731,4090,82,46,246,90,2017,2021
0276590,Tetlin,11811,4256,73,53,196,92,2018,2022
0276590,Tetlin,14743,4595,33,23,204,95,2019,2023
0277140,Thorne Bay,32292,7642,,,,,2007,2011
0277140,Thorne Bay,31877,6373,95,52,503,115,2008,2012
0277140,Thorne Bay,26714,4862,95,59,468,105,2009,2013
0277140,Thorne Bay,31953,5438,92,50,524,114,2010,2014
0277140,Thorne Bay,31240,6379,74,47,551,109,2011,2015
0277140,Thorne Bay,31832,5810,56,47,616,120,2012,2016
0277140,Thorne Bay,32730,6768,44,32,561,106,2013,2017
0277140,Thorne Bay,30690,5698,41,29,598,107,2014,2018
0277140,Thorne Bay,27335,4345,53,33,519,102,2015,2019
0277140,Thorne Bay,28271,5000,65,38,440,108,2016,2020
0277140,Thorne Bay,26141,5300,67,39,462,85,2017,2021
0277140,Thorne Bay,30905,5231,36,26,473,96,2018,2022
0277140,Thorne Bay,31182,4819,39,26,475,107,2019,2023
0277690,Togiak,11844,1493,,,,,2007,2011
0277690,Togiak,12049,1396,166,56,951,104,2008,2012
0277690,Togiak,11739,1439,195,63,855,102,2009,2013
0277690,Togiak,12907,1469,169,50,765,91,2010,2014
0277690,Togiak,13357,1532,185,48,787,82,2011,2015
0277690,Togiak,13599,1642,203,48,769,76,2012,2016
0277690,Togiak,14268,1866,229,55,747,84,2013,2017
0277690,Togiak,13869,1651,206,67,702,76,2014,2018
0277690,Togiak,21687,15602,195,61,813,145,2015,2019
0277690,Togiak,24079,16600,228,61,908,141,2016,2020
0277690,Togiak,24173,16386,204,66,866,152,2017,2021
0277690,Togiak,29901,22812,135,44,842,168,2018,2022
0277690,Togiak,29543,21969,201,79,991,184,2019,2023
0277800,Tok,22355,4106,,,,,2007,2011
0277800,Tok,22754,3753,165,90,1290,179,2008,2012
0277800,Tok,23858,3768,213,104,1425,188,2009,2013
0277800,Tok,25197,3529,174,82,1290,190,2010,2014
0277800,Tok,24883,3073,221,85,1317,156,2011,2015
0277800,Tok,27530,3859,234,93,1225,177,2012,2016
0277800,Tok,27241,3559,260,101,1186,193,2013,2017
0277800,Tok,29951,3994,213,100,1158,175,2014,2018
0277800,Tok,35295,6332,189,85,1288,197,2015,2019
0277800,Tok,34983,5987,156,61,1214,161,2016,2020
0277800,Tok,31524,6569,251,119,1315,209,2017,2021
0277800,Tok,33257,6733,283,162,1352,230,2018,2022
0277800,Tok,33921,7472,268,198,1490,256,2019,2023
0278240,Toksook Bay,14703,3126,,,,,2007,2011
0278240,Toksook Bay,15420,3160,54,28,647,107,2008,2012
0278240,Toksook Bay,15694,2688,66,25,671,94,2009,2013
0278240,Toksook Bay,13619,1411,75,29,650,85,2010,2014
0278240,Toksook Bay,15221,2381,80,33,549,62,2011,2015
0278240,Toksook Bay,14759,2256,95,29,503,56,2012,2016
0278240,Toksook Bay,15211,1860,112,30,526,66,2013,2017
0278240,Toksook Bay,13447,1520,152,40,526,63,2014,2018
0278240,Toksook Bay,12747,1964,176,51,544,68,2015,2019
0278240,Toksook Bay,12602,2731,266,94,861,143,2016,2020
0278240,Toksook Bay,14044,3128,264,96,871,189,2017,2021
0278240,Toksook Bay,15550,3193,251,103,914,198,2018,2022
0278240,Toksook Bay,16488,2869,270,101,999,191,2019,2023
0278297,Tolsona,,,,,,,2007,2011
0278297,Tolsona,,,0,10,0,10,2008,2012
0278297,Tolsona,,,0,9,0,9,2009,2013
0278297,Tolsona,,,0,9,0,9,2010,2014
0278297,Tolsona,,,0,9,0,9,2011,2015
0278297,Tolsona,,,0,9,0,9,2012,2016
0278297,Tolsona,,,0,9,0,9,2013,2017
0278297,Tolsona,,,0,9,0,9,2014,2018
0278297,Tolsona,,,0,9,0,9,2015,2019
0278297,Tolsona,,,0,10,46,60,2016,2020
0278297,Tolsona,,,0,10,35,47,2017,2021
0278297,Tolsona,,,0,10,29,38,2018,2022
0278297,Tolsona,39475,18924,0,10,51,51,2019,2023
0278350,Tonsina,38338,12442,,,,,2007,2011
0278350,Tonsina,37824,9587,0,10,71,81,2008,2012
0278350,Tonsina,32835,9356,0,9,65,72,2009,2013
0278350,Tonsina,,,0,9,16,25,2010,2014
0278350,Tonsina,39337,4067,0,9,30,30,2011,2015
0278350,Tonsina,,,0,9,14,19,2012,2016
0278350,Tonsina,,,0,9,10,16,2013,2017
0278350,Tonsina,,,0,9,28,30,2014,2018
0278350,Tonsina,,,0,9,43,42,2015,2019
0278350,Tonsina,,,0,10,20,33,2016,2020
0278350,Tonsina,,,0,10,14,21,2017,2021
0278350,Tonsina,,,0,10,16,23,2018,2022
0278350,Tonsina,,,0,10,41,60,2019,2023
0278680,Trapper Creek,21263,7001,,,,,2007,2011
0278680,Trapper Creek,18777,6801,107,87,479,225,2008,2012
0278680,Trapper Creek,19815,6978,130,88,500,213,2009,2013
0278680,Trapper Creek,19467,5481,133,89,448,210,2010,2014
0278680,Trapper Creek,20328,5548,94,52,432,199,2011,2015
0278680,Trapper Creek,23915,5691,100,52,349,83,2012,2016
0278680,Trapper Creek,27036,5029,73,43,383,80,2013,2017
0278680,Trapper Creek,28239,5123,77,35,376,72,2014,2018
0278680,Trapper Creek,31385,6779,65,33,352,70,2015,2019
0278680,Trapper Creek,34502,8316,63,27,299,70,2016,2020
0278680,Trapper Creek,36744,8411,61,28,312,63,2017,2021
0278680,Trapper Creek,44776,10930,37,25,303,78,2018,2022
0278680,Trapper Creek,46079,9502,29,23,508,104,2019,2023
0278790,Tuluksak,7304,1715,,,,,2007,2011
0278790,Tuluksak,7030,1275,222,73,433,108,2008,2012
0278790,Tuluksak,6600,1281,254,65,418,81,2009,2013
0278790,Tuluksak,6479,1298,283,46,419,60,2010,2014
0278790,Tuluksak,7001,1907,324,96,434,99,2011,2015
0278790,Tuluksak,18337,20856,282,69,429,64,2012,2016
0278790,Tuluksak,15983,16840,266,71,433,59,2013,2017
0278790,Tuluksak,22060,19574,226,58,413,58,2014,2018
0278790,Tuluksak,23078,20105,155,56,319,61,2015,2019
0278790,Tuluksak,23880,17446,118,47,269,62,2016,2020
0278790,Tuluksak,18094,16648,143,56,278,78,2017,2021
0278790,Tuluksak,107211,181698,65,40,456,352,2018,2022
0278790,Tuluksak,33281,9291,13,19,324,434,2019,2023
0279120,Tuntutuliak,10505,1957,,,,,2007,2011
0279120,Tuntutuliak,10138,2228,173,59,409,73,2008,2012
0279120,Tuntutuliak,9681,1502,136,47,376,58,2009,2013
0279120,Tuntutuliak,10652,1585,152,45,433,52,2010,2014
0279120,Tuntutuliak,10471,1534,195,42,464,44,2011,2015
0279120,Tuntutuliak,10332,1447,166,34,444,60,2012,2016
0279120,Tuntutuliak,10466,1545,179,40,473,59,2013,2017
0279120,Tuntutuliak,9536,1639,293,50,563,65,2014,2018
0279120,Tuntutuliak,9238,1617,320,67,675,83,2015,2019
0279120,Tuntutuliak,24821,24882,262,65,844,556,2016,2020
0279120,Tuntutuliak,23145,22044,316,86,1072,578,2017,2021
0279120,Tuntutuliak,20965,19899,300,85,820,360,2018,2022
0279120,Tuntutuliak,22930,28496,139,70,616,461,2019,2023
0279230,Tununak,11639,2401,,,,,2007,2011
0279230,Tununak,9351,1988,146,54,312,62,2008,2012
0279230,Tununak,11034,2334,113,42,277,52,2009,2013
0279230,Tununak,10133,2087,98,36,297,50,2010,2014
0279230,Tununak,10421,1757,96,28,292,40,2011,2015
0279230,Tununak,10194,1984,109,27,312,39,2012,2016
0279230,Tununak,9493,1779,110,25,296,42,2013,2017
0279230,Tununak,9614,1248,131,36,334,60,2014,2018
0279230,Tununak,9450,1355,172,43,396,62,2015,2019
0279230,Tununak,8877,1558,157,46,336,63,2016,2020
0279230,Tununak,8633,1960,152,58,309,84,2017,2021
0279230,Tununak,10687,2032,156,70,450,108,2018,2022
0279230,Tununak,12179,2912,117,56,405,112,2019,2023
0279780,Twin Hills,14991,8446,,,,,2007,2011
0279780,Twin Hills,13860,7620,20,19,70,29,2008,2012
0279780,Twin Hills,11809,4662,29,22,86,34,2009,2013
0279780,Twin Hills,10991,3639,30,19,93,25,2010,2014
0279780,Twin Hills,14340,4210,28,18,95,27,2011,2015
0279780,Twin Hills,14023,4170,16,13,74,22,2012,2016
0279780,Twin Hills,14330,5032,26,18,83,21,2013,2017
0279780,Twin Hills,19113,6146,22,12,63,22,2014,2018
0279780,Twin Hills,15510,7625,39,20,67,20,2015,2019
0279780,Twin Hills,12806,6707,42,22,71,23,2016,2020
0279780,Twin Hills,15252,7814,36,22,69,25,2017,2021
0279780,Twin Hills,18294,10618,25,21,53,27,2018,2022
0279780,Twin Hills,15444,7862,36,27,68,31,2019,2023
0279830,Two Rivers,49727,15465,,,,,2007,2011
0279830,Two Rivers,54106,10140,17,29,266,270,2008,2012
0279830,Two Rivers,54307,7634,27,48,352,241,2009,2013
0279830,Two Rivers,54891,20122,0,9,441,286,2010,2014
0279830,Two Rivers,40211,28083,0,9,238,209,2011,2015
0279830,Two Rivers,33083,16981,48,68,343,255,2012,2016
0279830,Two Rivers,31502,15392,63,94,461,280,2013,2017
0279830,Two Rivers,28549,18471,45,73,399,302,2014,2018
0279830,Two Rivers,43869,23702,94,107,663,583,2015,2019
0279830,Two Rivers,38040,20333,112,143,709,417,2016,2020
0279830,Two Rivers,47447,25884,28,45,419,330,2017,2021
0279830,Two Rivers,51756,28289,39,63,424,352,2018,2022
0279830,Two Rivers,52092,23392,39,64,571,440,2019,2023
0279890,Tyonek,21032,6263,,,,,2007,2011
0279890,Tyonek,21730,6823,88,54,291,138,2008,2012
0279890,Tyonek,18427,6189,80,54,244,94,2009,2013
0279890,Tyonek,22086,6226,49,28,226,61,2010,2014
0279890,Tyonek,18070,5592,45,27,214,71,2011,2015
0279890,Tyonek,15723,3831,67,31,293,86,2012,2016
0279890,Tyonek,17167,4603,72,37,326,102,2013,2017
0279890,Tyonek,24089,9805,83,42,344,84,2014,2018
0279890,Tyonek,26121,10962,95,52,399,103,2015,2019
0279890,Tyonek,28421,12824,97,55,415,121,2016,2020
0279890,Tyonek,32833,11947,49,36,331,117,2017,2021
0279890,Tyonek,34644,10581,44,34,270,101,2018,2022
0279890,Tyonek,27506,6319,48,37,291,105,2019,2023
0280100,Ugashik,35642,9128,,,,,2007,2011
0280100,Ugashik,38441,15130,0,10,27,16,2008,2012
0280100,Ugashik,43427,13364,0,9,30,16,2009,2013
0280100,Ugashik,45279,13243,0,9,19,10,2010,2014
0280100,Ugashik,41705,11468,0,9,19,12,2011,2015
0280100,Ugashik,41100,20197,0,9,14,8,2012,2016
0280100,Ugashik,20536,11453,0,9,11,7,2013,2017
0280100,Ugashik,16913,16117,0,9,8,8,2014,2018
0280100,Ugashik,17089,12427,0,9,9,8,2015,2019
0280100,Ugashik,21163,12627,0,10,8,8,2016,2020
0280100,Ugashik,,,0,10,3,5,2017,2021
0280100,Ugashik,,,0,10,0,10,2018,2022
0280100,Ugashik,,,0,10,3,6,2019,2023
0280660,Unalakleet,19919,3292,,,,,2007,2011
0280660,Unalakleet,21040,2862,109,43,739,125,2008,2012
0280660,Unalakleet,22215,2286,127,46,695,90,2009,2013
0280660,Unalakleet,27619,5848,117,46,704,77,2010,2014
0280660,Unalakleet,28929,5106,105,29,706,92,2011,2015
0280660,Unalakleet,26896,6197,109,30,693,85,2012,2016
0280660,Unalakleet,28737,8911,92,28,682,107,2013,2017
0280660,Unalakleet,34431,12582,62,19,691,170,2014,2018
0280660,Unalakleet,30556,6145,80,34,684,247,2015,2019
0280660,Unalakleet,30619,7024,67,34,742,294,2016,2020
0280660,Unalakleet,42703,6507,71,47,686,211,2017,2021
0280660,Unalakleet,44740,8570,86,45,689,190,2018,2022
0280660,Unalakleet,42786,8331,95,43,745,299,2019,2023
0280770,Unalaska,30224,3035,,,,,2007,2011
0280770,Unalaska,31578,2304,423,121,4254,157,2008,2012
0280770,Unalaska,32331,2048,376,95,4351,191,2009,2013
0280770,Unalaska,32705,2950,342,101,4522,230,2010,2014
0280770,Unalaska,31804,1541,349,68,4605,114,2011,2015
0280770,Unalaska,35299,2705,304,78,4693,122,2012,2016
0280770,Unalaska,36514,1658,293,67,4753,129,2013,2017
0280770,Unalaska,37404,1995,341,85,4731,128,2014,2018
0280770,Unalaska,39292,2103,268,65,4679,140,2015,2019
0280770,Unalaska,44179,2922,257,92,4700,146,2016,2020
0280770,Unalaska,42966,2962,280,141,4294,154,2017,2021
0280770,Unalaska,46296,3412,344,96,4294,153,2018,2022
0280770,Unalaska,53093,4615,334,113,4379,420,2019,2023
0281320,Upper Kalskag,15655,3558,,,,,2007,2011
0281320,Upper Kalskag,14818,4294,43,27,228,57,2008,2012
0281320,Upper Kalskag,9705,2691,57,22,231,41,2009,2013
0281320,Upper Kalskag,11283,1759,56,24,257,47,2010,2014
0281320,Upper Kalskag,11046,2203,52,20,284,37,2011,2015
0281320,Upper Kalskag,12846,2471,49,19,264,36,2012,2016
0281320,Upper Kalskag,12116,3360,46,17,255,38,2013,2017
0281320,Upper Kalskag,13566,3429,47,18,222,34,2014,2018
0281320,Upper Kalskag,15023,2650,53,22,236,36,2015,2019
0281320,Upper Kalskag,12831,2220,56,25,232,48,2016,2020
0281320,Upper Kalskag,12895,2543,48,22,216,46,2017,2021
0281320,Upper Kalskag,14617,3446,59,25,245,51,2018,2022
0281320,Upper Kalskag,15816,3699,61,31,224,52,2019,2023
0281920,Utqiagvik,26159,3799,,,,,2007,2011
0281920,Utqiagvik,29605,4811,724,304,4094,95,2008,2012
0281920,Utqiagvik,30324,4362,497,221,4158,103,2009,2013
0281920,Utqiagvik,27696,4431,515,220,4173,150,2010,2014
0281920,Utqiagvik,27360,4333,498,144,4249,236,2011,2015
0281920,Utqiagvik,28137,4181,602,170,4268,198,2012,2016
0281920,Utqiagvik,31781,5166,481,205,4287,156,2013,2017
0281920,Utqiagvik,30758,5889,454,175,4359,132,2014,2018
0281920,Utqiagvik,30999,4468,530,181,4374,110,2015,2019
0281920,Utqiagvik,29900,4533,464,196,4271,274,2016,2020
0281920,Utqiagvik,32377,5280,407,212,4966,155,2017,2021
0281920,Utqiagvik,38852,5574,441,227,4776,93,2018,2022
0281920,Utqiagvik,38603,6092,434,190,4749,93,2019,2023
0282200,Valdez,34614,5270,,,,,2007,2011
0282200,Valdez,36609,6029,212,124,3848,40,2008,2012
0282200,Valdez,35243,5659,302,137,3891,39,2009,2013
0282200,Valdez,35032,5416,358,163,3904,49,2010,2014
0282200,Valdez,34619,5067,367,170,3894,32,2011,2015
0282200,Valdez,37771,4959,269,157,3865,55,2012,2016
0282200,Valdez,43045,6170,222,129,3879,52,2013,2017
0282200,Valdez,47054,5333,344,244,3831,52,2014,2018
0282200,Valdez,47293,5126,314,229,3816,44,2015,2019
0282200,Valdez,43153,5061,248,188,3835,44,2016,2020
0282200,Valdez,44859,5478,173,152,3935,31,2017,2021
0282200,Valdez,48823,4406,167,149,3897,41,2018,2022
0282200,Valdez,49754,5054,197,85,3870,42,2019,2023
0282420,Venetie,11017,3173,,,,,2007,2011
0282420,Venetie,12037,3991,49,25,154,54,2008,2012
0282420,Venetie,11191,3088,77,32,163,55,2009,2013
0282420,Venetie,12629,3012,76,28,171,47,2010,2014
0282420,Venetie,12897,2632,94,31,177,39,2011,2015
0282420,Venetie,12695,3314,91,31,171,37,2012,2016
0282420,Venetie,13306,2407,86,30,164,35,2013,2017
0282420,Venetie,14648,3735,72,25,141,29,2014,2018
0282420,Venetie,15198,5012,65,22,125,36,2015,2019
0282420,Venetie,16608,5214,47,22,126,34,2016,2020
0282420,Venetie,17776,5633,34,20,109,36,2017,2021
0282420,Venetie,23398,7401,30,23,109,52,2018,2022
0282420,Venetie,28769,7295,16,21,102,72,2019,2023
0282750,Wainwright,20651,3882,,,,,2007,2011
0282750,Wainwright,19838,3481,80,36,645,137,2008,2012
0282750,Wainwright,18413,2326,91,37,540,108,2009,2013
0282750,Wainwright,20551,2609,93,34,482,107,2010,2014
0282750,Wainwright,20080,2874,83,33,457,103,2011,2015
0282750,Wainwright,21926,8945,80,32,487,92,2012,2016
0282750,Wainwright,24788,4843,69,33,511,123,2013,2017
0282750,Wainwright,26665,7116,67,26,505,139,2014,2018
0282750,Wainwright,26396,6881,51,16,491,82,2015,2019
0282750,Wainwright,27536,7518,50,19,423,101,2016,2020
0282750,Wainwright,27039,6363,45,19,535,123,2017,2021
0282750,Wainwright,68028,59850,56,24,608,247,2018,2022
0282750,Wainwright,27123,6041,95,65,592,124,2019,2023
0282860,Wales,11835,4885,,,,,2007,2011
0282860,Wales,10904,2797,28,14,108,31,2008,2012
0282860,Wales,12270,2768,37,14,118,27,2009,2013
0282860,Wales,12524,2532,59,22,165,38,2010,2014
0282860,Wales,12085,2027,54,22,155,30,2011,2015
0282860,Wales,12657,2662,61,23,164,37,2012,2016
0282860,Wales,12675,2565,65,25,157,29,2013,2017
0282860,Wales,12264,2602,67,26,168,34,2014,2018
0282860,Wales,12648,2577,59,22,180,42,2015,2019
0282860,Wales,11146,2162,87,32,218,54,2016,2020
0282860,Wales,12589,2191,92,50,265,64,2017,2021
0282860,Wales,12759,2401,86,49,292,76,2018,2022
0282860,Wales,13448,2692,74,49,264,72,2019,2023
0283080,Wasilla,29006,2467,,,,,2007,2011
0283080,Wasilla,29085,2476,1028,338,7859,54,2008,2012
0283080,Wasilla,29008,2433,1041,298,8069,58,2009,2013
0283080,Wasilla,28704,2284,927,224,8258,93,2010,2014
0283080,Wasilla,26509,1625,997,275,8498,78,2011,2015
0283080,Wasilla,27166,1945,1128,264,8814,102,2012,2016
0283080,Wasilla,27048,1846,1307,294,9149,98,2013,2017
0283080,Wasilla,28272,2219,1239,281,9541,98,2014,2018
0283080,Wasilla,30941,2948,1188,298,10004,39,2015,2019
0283080,Wasilla,32650,3409,1387,407,10408,43,2016,2020
0283080,Wasilla,34791,3492,1364,356,8991,84,2017,2021
0283080,Wasilla,38415,3397,1183,315,9147,78,2018,2022
0283080,Wasilla,40192,4150,1404,371,9328,65,2019,2023
0284000,Whale Pass,20965,12284,,,,,2007,2011
0284000,Whale Pass,21161,17300,22,31,38,38,2008,2012
0284000,Whale Pass,21187,16184,22,31,38,41,2009,2013
